taz,polyno,pointno,xcoord,ycoord
1132,1,24,-121.662182,36.81384
1132,1,25,-121.662075,36.813886
1132,1,26,-121.66211899999999,36.814189
1132,1,27,-121.662053,36.815488
1132,1,28,-121.66209099999999,36.81637
1132,1,29,-121.662648,36.820295
1132,1,30,-121.662765,36.820319
1132,1,31,-121.663058,36.820766
1132,1,32,-121.663876,36.821614000000004
1132,1,33,-121.66313999999998,36.821771999999996
1132,1,34,-121.65931699999999,36.822175
1132,1,35,-121.654519,36.823268
1132,1,36,-121.652349,36.823496
1132,1,37,-121.65087,36.823468
1132,1,38,-121.65004099999999,36.823249
1132,1,39,-121.64950400000001,36.822652000000005
1132,1,40,-121.64901599999999,36.822487
1132,1,41,-121.648075,36.822415
1132,1,42,-121.647704,36.822332
1132,1,43,-121.64743700000001,36.822198
1132,1,44,-121.64681999999999,36.821675
1132,1,45,-121.645895,36.820716
1132,1,46,-121.64586299999999,36.820626000000004
1132,1,47,-121.64609499999999,36.820376
1132,1,48,-121.646557,36.820043
1132,1,49,-121.647879,36.818535
1132,1,50,-121.64809299999999,36.818337
1132,1,51,-121.648195,36.818378
1132,1,52,-121.64884099999999,36.817599
1132,1,53,-121.648785,36.817495
1132,1,54,-121.648932,36.817233
1132,1,55,-121.649049,36.817228
1132,1,56,-121.649222,36.816466
1132,1,57,-121.64957700000001,36.815825
1132,1,58,-121.649495,36.815752
1132,1,59,-121.649523,36.815683
1132,1,60,-121.64962,36.815562
1132,1,61,-121.64974199999999,36.81557
1132,1,62,-121.65006699999999,36.814898
1132,1,63,-121.650373,36.813826
1132,1,64,-121.650434,36.813268
1132,1,65,-121.65038999999999,36.811979
1132,1,66,-121.64920500000001,36.80806
1132,1,67,-121.64928300000001,36.807961999999996
1132,1,68,-121.649153,36.80789
1132,1,69,-121.64926000000001,36.807835
1132,1,70,-121.64926899999999,36.807311999999996
1132,1,71,-121.649403,36.807103999999995
1132,1,72,-121.649767,36.806874
1132,1,73,-121.65006000000001,36.806251
1132,1,74,-121.64997,36.806189
1132,1,75,-121.650102,36.806148
1132,1,76,-121.65035400000001,36.805894
1132,1,77,-121.650797,36.805649
1132,1,78,-121.651352,36.805203999999996
1132,1,79,-121.65195,36.804828
1132,1,80,-121.65206299999998,36.804691999999996
1132,1,81,-121.652019,36.804594
1132,1,82,-121.652156,36.804431
1132,1,83,-121.65213700000001,36.804255
1132,1,84,-121.653281,36.803671
1132,1,85,-121.653254,36.803581
1132,1,86,-121.655075,36.802925
1132,1,87,-121.656772,36.802462
1132,1,88,-121.656847,36.802537
1132,1,89,-121.659897,36.80193
1132,1,90,-121.660898,36.801589
1132,1,91,-121.660959,36.801457
1132,1,92,-121.661138,36.801482
1132,1,93,-121.66146699999999,36.801365999999994
1132,1,94,-121.66235,36.800957000000004
1132,1,95,-121.663822,36.799968
1132,1,96,-121.664179,36.799616
1132,1,97,-121.664424,36.799471999999994
1132,1,98,-121.665393,36.801018
1132,1,99,-121.666698,36.802642
1132,1,100,-121.66729,36.803571999999996
1132,1,101,-121.66741299999998,36.803569
1132,1,102,-121.667493,36.803678000000005
1132,1,103,-121.667573,36.803864000000004
1132,1,104,-121.66748899999999,36.803934999999996
1132,1,105,-121.667732,36.804521
1127,1,1,-121.670129,36.80695
1127,1,2,-121.66853300000001,36.805535
1127,1,3,-121.668411,36.805556
1127,1,4,-121.667732,36.804521
1127,1,5,-121.66748899999999,36.803934999999996
1127,1,6,-121.667573,36.803864000000004
1127,1,7,-121.667493,36.803678000000005
1127,1,8,-121.66741299999998,36.803569
1127,1,9,-121.66729,36.803571999999996
1127,1,10,-121.666698,36.802642
1127,1,11,-121.665393,36.801018
1127,1,12,-121.664382,36.799409000000004
1127,1,13,-121.664819,36.798963
1127,1,14,-121.665167,36.798431
1127,1,15,-121.665897,36.796896999999994
1127,1,16,-121.666754,36.79441
1127,1,17,-121.66709099999999,36.793271000000004
1127,1,18,-121.66745700000001,36.791639
1127,1,19,-121.667975,36.79105
1127,1,20,-121.66878100000001,36.790527000000004
1127,1,21,-121.670073,36.789929
1127,1,22,-121.67093799999999,36.789598
1127,1,23,-121.672142,36.789249
1127,1,24,-121.673098,36.789052000000005
1127,1,25,-121.67312700000001,36.788954
1127,1,26,-121.673842,36.788919
1127,1,27,-121.67389299999999,36.788861
1127,1,28,-121.67636999999999,36.788451
1127,1,29,-121.676448,36.788533
1127,1,30,-121.678655,36.788256
1127,1,31,-121.678674,36.788139
1127,1,32,-121.679321,36.788185999999996
1127,1,33,-121.679368,36.788097
1127,1,34,-121.681899,36.787618
1127,1,35,-121.68249099999998,36.787453
1127,1,36,-121.682926,36.787307
1127,1,37,-121.68679499999999,36.785524
1127,1,38,-121.686774,36.785429
1127,1,39,-121.690354,36.783858
1127,1,40,-121.69216200000001,36.783181
1127,1,41,-121.694422,36.782532
1127,1,42,-121.69451399999998,36.78261
1127,1,43,-121.697202,36.783146
1127,1,44,-121.697445,36.783803000000006
1127,1,45,-121.69873,36.786646999999995
1127,1,46,-121.699495,36.787471000000004
1127,1,47,-121.700055,36.78768
1127,1,48,-121.70042,36.788928000000006
1127,1,49,-121.71632199999999,36.789484
1127,1,50,-121.71641100000001,36.789396999999994
1127,1,51,-121.71773300000001,36.789427
1127,1,52,-121.71916399999999,36.789508000000005
1127,1,53,-121.719254,36.789601
1127,1,54,-121.7233,36.789742
1127,1,55,-121.726773,36.790572
1127,1,56,-121.726868,36.790508
1127,1,57,-121.727047,36.790582
1127,1,58,-121.727052,36.790684999999996
1127,1,59,-121.727507,36.790839
1127,1,60,-121.726933,36.792606
1127,1,61,-121.726767,36.792665
1127,1,62,-121.726629,36.793007
1127,1,63,-121.726644,36.793366999999996
1127,1,64,-121.726747,36.793422
1127,1,65,-121.726556,36.794137
1127,1,66,-121.726656,36.794194
1127,1,67,-121.726634,36.794384
1127,1,68,-121.72650800000001,36.794542
1127,1,69,-121.726354,36.794615
1127,1,70,-121.72623300000001,36.794575
1127,1,71,-121.72542299999999,36.795171
1127,1,72,-121.72548799999998,36.795259
1127,1,73,-121.72525700000001,36.796104
1127,1,74,-121.72484299999999,36.796453
1127,1,75,-121.724713,36.796452
1127,1,76,-121.72463799999998,36.796620000000004
1127,1,77,-121.72097,36.795778999999996
1127,1,78,-121.72089299999999,36.795854
1127,1,79,-121.720702,36.795854
1127,1,80,-121.72060900000001,36.795799
1127,1,81,-121.72060400000001,36.795693
1127,1,82,-121.719844,36.795539
1127,1,83,-121.71983600000002,36.795442
1127,1,84,-121.719246,36.795253
1127,1,85,-121.718718,36.79522
1127,1,86,-121.71864599999999,36.795305
1127,1,87,-121.71753500000001,36.795088
1127,1,88,-121.716798,36.795055
1127,1,89,-121.71675800000001,36.794967
1127,1,90,-121.71624399999999,36.794841999999996
1127,1,91,-121.71506200000002,36.795115
1127,1,92,-121.71503700000001,36.79521
1127,1,93,-121.714518,36.795235999999996
1127,1,94,-121.713752,36.795126
1127,1,95,-121.713743,36.795027000000005
1127,1,96,-121.71301499999998,36.794812
1127,1,97,-121.711828,36.794693
1127,1,98,-121.711782,36.794778
1127,1,99,-121.71029399999999,36.794512
1127,1,100,-121.709557,36.794478999999995
1127,1,101,-121.7095,36.794579999999996
1127,1,102,-121.706197,36.795445
1127,1,103,-121.70613300000001,36.795367999999996
1127,1,104,-121.702546,36.796438
1127,1,105,-121.701621,36.796803999999995
1127,1,106,-121.70102299999999,36.797121999999995
1127,1,107,-121.700252,36.797643
1127,1,108,-121.698016,36.799489
1127,1,109,-121.69706000000001,36.799907
1127,1,110,-121.69664399999999,36.799997
1127,1,111,-121.69661,36.799906
1127,1,112,-121.696073,36.799898
1127,1,113,-121.69141100000002,36.799973
1127,1,114,-121.691322,36.799977
1127,1,115,-121.691247,36.800067999999996
1127,1,116,-121.689255,36.800115999999996
1127,1,117,-121.68919299999999,36.800032
1127,1,118,-121.688277,36.800058
1127,1,119,-121.688134,36.800173
1127,1,120,-121.68638899999999,36.800914
1127,1,121,-121.67962800000001,36.803581
1127,1,122,-121.679569,36.803702
1127,1,123,-121.679257,36.803724
1127,1,124,-121.6783,36.804015
1127,1,125,-121.678202,36.803951
1127,1,126,-121.67761399999999,36.804066
1127,1,127,-121.677299,36.804229
1127,1,128,-121.67703700000001,36.804916
1127,1,129,-121.677125,36.80498
1127,1,130,-121.67658700000001,36.805865999999995
1127,1,131,-121.676528,36.806107
1127,1,132,-121.676395,36.806315000000005
1127,1,133,-121.67648,36.806395
1127,1,134,-121.67630600000001,36.806715000000004
1127,1,135,-121.675151,36.807527
1127,1,136,-121.6742,36.807893
1127,1,137,-121.674039,36.807832
1127,1,138,-121.673093,36.808108000000004
1127,1,139,-121.67301,36.808023999999996
1127,1,140,-121.67258600000001,36.807992
1127,1,141,-121.671636,36.807589
1127,1,142,-121.67053999999999,36.806962
1127,1,143,-121.670129,36.80695
1133,1,1,-121.663876,36.821614000000004
1133,1,2,-121.663058,36.820766
1133,1,3,-121.662765,36.820319
1133,1,4,-121.662648,36.820295
1133,1,5,-121.66209099999999,36.81637
1133,1,6,-121.662053,36.815488
1133,1,7,-121.66211899999999,36.814189
1133,1,8,-121.662075,36.813886
1133,1,9,-121.662182,36.81384
1133,1,10,-121.66219199999999,36.813767999999996
1133,1,11,-121.66216499999999,36.813227000000005
1133,1,12,-121.662001,36.812684000000004
1133,1,13,-121.661351,36.811661
1133,1,14,-121.660855,36.810229
1133,1,15,-121.660495,36.809703999999996
1133,1,16,-121.66046999999999,36.809447
1133,1,17,-121.660372,36.809385
1133,1,18,-121.66063700000001,36.808919
1133,1,19,-121.66139199999999,36.808468
1133,1,20,-121.661491,36.808521
1133,1,21,-121.66197199999999,36.808229
1133,1,22,-121.66229399999999,36.807928000000004
1133,1,23,-121.66223500000001,36.807846999999995
1133,1,24,-121.663629,36.806449
1133,1,25,-121.663868,36.806284999999995
1133,1,26,-121.66464199999999,36.805911
1133,1,27,-121.66462,36.805807
1133,1,28,-121.664751,36.805702000000004
1133,1,29,-121.666028,36.805144
1133,1,30,-121.666109,36.805114
1133,1,31,-121.66620900000001,36.805174
1133,1,32,-121.667732,36.804521
1133,1,33,-121.668411,36.805556
1133,1,34,-121.66853300000001,36.805535
1133,1,35,-121.67031399999999,36.807128000000006
1133,1,36,-121.672155,36.808271000000005
1133,1,37,-121.67223899999999,36.808246999999994
1133,1,38,-121.67283400000001,36.808682
1133,1,39,-121.67295700000001,36.808904
1133,1,40,-121.673383,36.810225
1133,1,41,-121.67328799999999,36.810287
1133,1,42,-121.67350900000001,36.810968
1133,1,43,-121.67363,36.810994
1133,1,44,-121.67375,36.811489
1133,1,45,-121.67373400000001,36.811613
1133,1,46,-121.67361499999998,36.811645
1133,1,47,-121.673626,36.812511
1133,1,48,-121.67374099999999,36.812537
1133,1,49,-121.67378899999999,36.812713
1133,1,50,-121.673699,36.813025
1133,1,51,-121.67358300000001,36.813049
1133,1,52,-121.67345,36.815017
1133,1,53,-121.673332,36.815056
1133,1,54,-121.673049,36.815819
1133,1,55,-121.67308600000001,36.816209
1133,1,56,-121.67315,36.81642
1133,1,57,-121.673272,36.816452000000005
1133,1,58,-121.673253,36.816599
1133,1,59,-121.672941,36.816613000000004
1133,1,60,-121.672696,36.816703000000004
1133,1,61,-121.67256599999999,36.816627000000004
1133,1,62,-121.67159199999999,36.816738
1133,1,63,-121.669017,36.816790000000005
1133,1,64,-121.668132,36.8174
1133,1,65,-121.667005,36.818354
1133,1,66,-121.666728,36.818768
1133,1,67,-121.666785,36.818845
1133,1,68,-121.66639599999999,36.819091
1133,1,69,-121.666435,36.819193
1133,1,70,-121.666018,36.819790000000005
1133,1,71,-121.66470600000001,36.821046
1133,1,72,-121.663876,36.821614000000004
1130,1,1,-121.673253,36.816599
1130,1,2,-121.673272,36.816452000000005
1130,1,3,-121.67315,36.81642
1130,1,4,-121.67308600000001,36.816209
1130,1,5,-121.673049,36.815819
1130,1,6,-121.673332,36.815056
1130,1,7,-121.67345,36.815017
1130,1,8,-121.67358300000001,36.813049
1130,1,9,-121.673699,36.813025
1130,1,10,-121.67378899999999,36.812713
1130,1,11,-121.67374099999999,36.812537
1130,1,12,-121.673626,36.812511
1130,1,13,-121.67361499999998,36.811645
1130,1,14,-121.67373400000001,36.811613
1130,1,15,-121.673718,36.811271999999995
1130,1,16,-121.67363,36.810994
1130,1,17,-121.67350900000001,36.810968
1130,1,18,-121.67328799999999,36.810287
1130,1,19,-121.673383,36.810225
1130,1,20,-121.673029,36.809126
1130,1,21,-121.67283400000001,36.808682
1130,1,22,-121.67223899999999,36.808246999999994
1130,1,23,-121.672155,36.808271000000005
1130,1,24,-121.67049899999999,36.807259
1130,1,25,-121.670129,36.80695
1130,1,26,-121.67053999999999,36.806962
1130,1,27,-121.671636,36.807589
1130,1,28,-121.672523,36.807975
1130,1,29,-121.67301,36.808023999999996
1130,1,30,-121.673093,36.808108000000004
1130,1,31,-121.674039,36.807832
1130,1,32,-121.6742,36.807893
1130,1,33,-121.675151,36.807527
1130,1,34,-121.676042,36.806928000000006
1130,1,35,-121.676225,36.809673
1130,1,36,-121.677995,36.812996000000005
1130,1,37,-121.678018,36.814761
1130,1,38,-121.67701399999999,36.817436
1130,1,39,-121.677,36.818734
1130,1,40,-121.677435,36.820799
1130,1,41,-121.678377,36.822435999999996
1130,1,42,-121.67812099999999,36.822564
1130,1,43,-121.67766,36.823005
1130,1,44,-121.677544,36.82297
1130,1,45,-121.677085,36.823278
1130,1,46,-121.676041,36.823699
1130,1,47,-121.67612,36.82443
1130,1,48,-121.676103,36.824591999999996
1130,1,49,-121.67599799999999,36.824645000000004
1130,1,50,-121.676061,36.824873
1130,1,51,-121.676032,36.825016999999995
1130,1,52,-121.67578999999999,36.82517
1130,1,53,-121.675352,36.824356
1130,1,54,-121.67544099999999,36.824290000000005
1130,1,55,-121.675297,36.823781
1130,1,56,-121.67426200000001,36.822476
1130,1,57,-121.67398200000001,36.822171000000004
1130,1,58,-121.673856,36.822185
1130,1,59,-121.673294,36.821428000000004
1130,1,60,-121.673165,36.821422
1130,1,61,-121.673257,36.821363
1130,1,62,-121.67296499999999,36.820615999999994
1130,1,63,-121.672875,36.819772
1130,1,64,-121.67298600000001,36.819726
1130,1,65,-121.67304399999999,36.818969
1130,1,66,-121.67293400000001,36.818946000000004
1130,1,67,-121.673253,36.816599
1128,1,1,-121.67578999999999,36.82517
1128,1,2,-121.676032,36.825016999999995
1128,1,3,-121.676061,36.824873
1128,1,4,-121.67599799999999,36.824645000000004
1128,1,5,-121.676103,36.824591999999996
1128,1,6,-121.67612,36.82443
1128,1,7,-121.676041,36.823699
1128,1,8,-121.677085,36.823278
1128,1,9,-121.677544,36.82297
1128,1,10,-121.67766,36.823005
1128,1,11,-121.67812099999999,36.822564
1128,1,12,-121.678725,36.822237
1128,1,13,-121.67900700000001,36.821934000000006
1128,1,14,-121.678946,36.821852
1128,1,15,-121.67936100000001,36.82144
1128,1,16,-121.67949499999999,36.821439
1128,1,17,-121.679899,36.820943
1128,1,18,-121.680341,36.820583
1128,1,19,-121.683104,36.819511999999996
1128,1,20,-121.68403400000001,36.819076
1128,1,21,-121.68402900000001,36.818974
1128,1,22,-121.68445700000001,36.818866
1128,1,23,-121.68460400000001,36.818931
1128,1,24,-121.68463200000001,36.818834
1128,1,25,-121.68467,36.818923
1128,1,26,-121.68616599999999,36.818818
1128,1,27,-121.68638200000001,36.818768
1128,1,28,-121.68641299999999,36.818674
1128,1,29,-121.687137,36.818562
1128,1,30,-121.68831899999999,36.818228000000005
1128,1,31,-121.690627,36.817391
1128,1,32,-121.690611,36.817298
1128,1,33,-121.691671,36.816866
1128,1,34,-121.693475,36.816268
1128,1,35,-121.694846,36.815934000000006
1128,1,36,-121.69535800000001,36.81589
1128,1,37,-121.695423,36.815971999999995
1128,1,38,-121.696598,36.815764
1128,1,39,-121.696626,36.815665
1128,1,40,-121.69731000000002,36.815497
1128,1,41,-121.697892,36.815478000000006
1128,1,42,-121.697943,36.815562
1128,1,43,-121.699595,36.815328
1128,1,44,-121.70328400000001,36.813122
1128,1,45,-121.703395,36.813152
1128,1,46,-121.703325,36.813077
1128,1,47,-121.703469,36.812785999999996
1128,1,48,-121.70361499999999,36.812756
1128,1,49,-121.70350900000001,36.81268
1128,1,50,-121.703753,36.812063
1128,1,51,-121.703973,36.811574
1128,1,52,-121.704099,36.811549
1128,1,53,-121.70414699999999,36.811468
1128,1,54,-121.704227,36.811207
1128,1,55,-121.70421499999999,36.810921
1128,1,56,-121.704101,36.810879
1128,1,57,-121.70404599999999,36.809923
1128,1,58,-121.70361899999999,36.807401
1128,1,59,-121.703727,36.807334999999995
1128,1,60,-121.70373000000001,36.807227000000005
1128,1,61,-121.70367900000001,36.804887
1128,1,62,-121.70357299999999,36.804843
1128,1,63,-121.703653,36.804434
1128,1,64,-121.70374699999999,36.804338
1128,1,65,-121.70369,36.80424
1128,1,66,-121.70381499999999,36.804226
1128,1,67,-121.704328,36.803796999999996
1128,1,68,-121.70473999999999,36.80358
1128,1,69,-121.70525500000001,36.803561
1128,1,70,-121.705773,36.80372
1128,1,71,-121.708574,36.805603000000005
1128,1,72,-121.70853100000001,36.805688
1128,1,73,-121.710722,36.806974
1128,1,74,-121.71129199999999,36.80712
1128,1,75,-121.71211399999999,36.807041
1128,1,76,-121.712401,36.807072999999995
1128,1,77,-121.713348,36.807518
1128,1,78,-121.713426,36.808017
1128,1,79,-121.71354199999999,36.808021000000004
1128,1,80,-121.71358400000001,36.808125
1128,1,81,-121.713596,36.808375
1128,1,82,-121.71349,36.808428
1128,1,83,-121.71361599999999,36.809216
1128,1,84,-121.71450800000001,36.810708
1128,1,85,-121.714424,36.810779
1128,1,86,-121.714478,36.810879
1128,1,87,-121.714564,36.811004
1128,1,88,-121.714685,36.810999
1128,1,89,-121.714725,36.811064
1128,1,90,-121.714927,36.811747
1128,1,91,-121.71483,36.811811
1128,1,92,-121.71496299999998,36.812090000000005
1128,1,93,-121.71511000000001,36.812211
1128,1,94,-121.71521499999999,36.812169
1128,1,95,-121.715673,36.812453999999995
1128,1,96,-121.715653,36.812688
1128,1,97,-121.71608300000001,36.812796
1128,1,98,-121.716479,36.81303
1128,1,99,-121.717576,36.814079
1128,1,100,-121.718124,36.81436
1128,1,101,-121.71836599999999,36.814378000000005
1128,1,102,-121.718443,36.8143
1128,1,103,-121.718902,36.814483
1128,1,104,-121.720651,36.814876
1128,1,105,-121.720722,36.814978
1128,1,106,-121.72083500000001,36.814959
1128,1,107,-121.720758,36.815044
1128,1,108,-121.720794,36.81511
1128,1,109,-121.720685,36.815146999999996
1128,1,110,-121.71933,36.815157
1128,1,111,-121.71853300000001,36.815288
1128,1,112,-121.71842600000001,36.815451
1128,1,113,-121.71831,36.815439000000005
1128,1,114,-121.71811699999999,36.815883
1128,1,115,-121.71821299999999,36.815943
1128,1,116,-121.718154,36.816127
1128,1,117,-121.71796299999998,36.816201
1128,1,118,-121.717823,36.816448
1128,1,119,-121.717477,36.816775
1128,1,120,-121.717127,36.81697
1128,1,121,-121.715949,36.817257
1128,1,122,-121.713066,36.817674
1128,1,123,-121.711192,36.818729
1128,1,124,-121.71123600000001,36.818824
1128,1,125,-121.711106,36.819014
1128,1,126,-121.71038600000001,36.819826
1128,1,127,-121.70963,36.820322999999995
1128,1,128,-121.70923700000002,36.820446999999994
1128,1,129,-121.70764299999999,36.820306
1128,1,130,-121.707101,36.820392
1128,1,131,-121.70620500000001,36.820669
1128,1,132,-121.705275,36.820809999999994
1128,1,133,-121.703127,36.820856
1128,1,134,-121.703076,36.820768
1128,1,135,-121.702546,36.820839
1128,1,136,-121.70198700000002,36.821028999999996
1128,1,137,-121.70190500000001,36.820951
1128,1,138,-121.70166100000002,36.820989000000004
1128,1,139,-121.70088899999999,36.821231
1128,1,140,-121.70086200000001,36.821334
1128,1,141,-121.699918,36.821616999999996
1128,1,142,-121.69983899999998,36.821546000000005
1128,1,143,-121.699626,36.8216
1128,1,144,-121.699621,36.821697
1128,1,145,-121.697376,36.822055
1128,1,146,-121.69634599999999,36.822393
1128,1,147,-121.696269,36.822314
1128,1,148,-121.695401,36.822232
1128,1,149,-121.69467,36.822314
1128,1,150,-121.694621,36.822406
1128,1,151,-121.693724,36.822414
1128,1,152,-121.689233,36.823187
1128,1,153,-121.689174,36.823101
1128,1,154,-121.68859499999999,36.823045
1128,1,155,-121.68743400000001,36.822793
1128,1,156,-121.68666599999999,36.822749
1128,1,157,-121.68468200000001,36.823132
1128,1,158,-121.68467700000001,36.823225
1128,1,159,-121.68401599999999,36.823328000000004
1128,1,160,-121.68403300000001,36.823427
1128,1,161,-121.683917,36.823581
1128,1,162,-121.683379,36.828628
1128,1,163,-121.683388,36.829363
1128,1,164,-121.68319,36.829651
1128,1,165,-121.68298500000002,36.829714
1128,1,166,-121.682753,36.829654999999995
1128,1,167,-121.68236599999999,36.829083000000004
1128,1,168,-121.682119,36.828905
1128,1,169,-121.681723,36.828837
1128,1,170,-121.681403,36.828962
1128,1,171,-121.68130900000001,36.829125
1128,1,172,-121.68123999999999,36.829564000000005
1128,1,173,-121.681075,36.829745
1128,1,174,-121.68041200000002,36.830073
1128,1,175,-121.680421,36.830145
1128,1,176,-121.679759,36.830431
1128,1,177,-121.67965500000001,36.830313000000004
1128,1,178,-121.67966100000001,36.8302
1128,1,179,-121.67911200000002,36.83014
1128,1,180,-121.67886100000001,36.830211
1128,1,181,-121.678288,36.829495
1128,1,182,-121.678147,36.829496
1128,1,183,-121.67820800000001,36.829409000000005
1128,1,184,-121.677655,36.82863
1128,1,185,-121.67578999999999,36.82517
1126,1,1,-121.72463799999998,36.796620000000004
1126,1,2,-121.724713,36.796452
1126,1,3,-121.72484299999999,36.796453
1126,1,4,-121.72525700000001,36.796104
1126,1,5,-121.72548799999998,36.795259
1126,1,6,-121.72542299999999,36.795171
1126,1,7,-121.72623300000001,36.794575
1126,1,8,-121.726354,36.794615
1126,1,9,-121.72650800000001,36.794542
1126,1,10,-121.726634,36.794384
1126,1,11,-121.726656,36.794194
1126,1,12,-121.726556,36.794137
1126,1,13,-121.726747,36.793422
1126,1,14,-121.726644,36.793366999999996
1126,1,15,-121.726629,36.793007
1126,1,16,-121.726767,36.792665
1126,1,17,-121.726933,36.792606
1126,1,18,-121.727507,36.790839
1126,1,19,-121.727052,36.790684999999996
1126,1,20,-121.727047,36.790582
1126,1,21,-121.726868,36.790508
1126,1,22,-121.726773,36.790572
1126,1,23,-121.724094,36.789921
1126,1,24,-121.724216,36.789179
1126,1,25,-121.72415,36.789077
1126,1,26,-121.724324,36.788964
1126,1,27,-121.724383,36.788834
1126,1,28,-121.72427900000001,36.788785
1126,1,29,-121.724369,36.787995
1126,1,30,-121.724483,36.787945
1126,1,31,-121.72440300000001,36.787563
1126,1,32,-121.724433,36.786531
1126,1,33,-121.72429199999999,36.785369
1126,1,34,-121.724092,36.784351
1126,1,35,-121.72392099999999,36.783781
1126,1,36,-121.72373700000001,36.783452000000004
1126,1,37,-121.718024,36.779657
1126,1,38,-121.718005,36.779564
1126,1,39,-121.71670300000001,36.778534
1126,1,40,-121.715976,36.777814
1126,1,41,-121.71511399999999,36.77661
1126,1,42,-121.718195,36.775672
1126,1,43,-121.73151000000001,36.771846000000004
1126,1,44,-121.74075900000001,36.769402
1126,1,45,-121.743136,36.768471999999996
1126,1,46,-121.74541299999999,36.767768
1126,1,47,-121.74667,36.767144
1126,1,48,-121.74686399999999,36.767637
1126,1,49,-121.746982,36.76767
1126,1,50,-121.74713200000001,36.768102
1126,1,51,-121.74703600000001,36.768159000000004
1126,1,52,-121.75052,36.778774
1126,1,53,-121.75123799999999,36.781488
1126,1,54,-121.75138000000001,36.782351
1126,1,55,-121.753216,36.788940999999994
1126,1,56,-121.754218,36.792255
1126,1,57,-121.754644,36.793959
1126,1,58,-121.75453600000002,36.794913
1126,1,59,-121.754006,36.796224
1126,1,60,-121.75360900000001,36.796791999999996
1126,1,61,-121.75263400000001,36.796588
1126,1,62,-121.75263600000001,36.796496000000005
1126,1,63,-121.75096699999999,36.796018
1126,1,64,-121.74960800000001,36.796313
1126,1,65,-121.746595,36.797346999999995
1126,1,66,-121.743523,36.797774
1126,1,67,-121.74346899999999,36.797866
1126,1,68,-121.740645,36.797818
1126,1,69,-121.74055700000001,36.797940999999994
1126,1,70,-121.74038700000001,36.797813
1126,1,71,-121.739782,36.7978
1126,1,72,-121.739756,36.79789
1126,1,73,-121.738321,36.797893
1126,1,74,-121.737495,36.797839
1126,1,75,-121.73743600000002,36.797748
1126,1,76,-121.734209,36.797682
1126,1,77,-121.734169,36.797592
1126,1,78,-121.733166,36.797511
1126,1,79,-121.72928799999998,36.797478999999996
1126,1,80,-121.729206,36.797565999999996
1126,1,81,-121.728068,36.797461
1126,1,82,-121.72463799999998,36.796620000000004
